"STN","WBAN","AVG_TEMP","AVG_DEWP","AVG_STP","AVG_WDSP"
690190,13910,46.9625268817204,30.8612903225806,955.499210804248,8.62258064516129
690190,99999,47.77375,31.0645161290323,980.837767465842,8.64516129032258
720110,53983,51.8518600346681,40.4096774193548,979.632258064516,4.36129032258065
720110,99999,51.6829467111045,40.3870967741936,980.837767465842,4.33870967741935
720151,3049,49.8722849462366,19.1258064516129,869.390322580645,8.29032258064516
720151,99999,49.3953629032258,19.1258064516129,980.837767465842,8.2741935483871
720261,53976,45.9603494623656,31.8516129032258,986.78430007734,5.58064516129032
720261,99999,45.2076344086021,31.8516129032258,980.837767465842,5.58064516129032
720269,12982,63.517002688172,47.7870967741936,1011.35082370747,6.58709677419355
720269,99999,64.4715591397849,47.7870967741936,980.837767465842,6.58709677419355
720271,3044,50.6038172043011,26.3870967741935,927.496774193548,8.28387096774193
720271,99999,51.18125,26.3870967741935,980.837767465842,8.28064516129032
720273,12981,60.9818817204301,51.2548387096774,1010.56738184933,7.39354838709677
720273,99999,60.6119623655914,51.258064516129,980.837767465842,7.38709677419355
720276,12983,67.0093275055659,54.3885258198152,1011.11010652895,7.88345704795934
720276,99999,66.0129563121124,53.3553693748841,980.837767465842,7.80912552631138
720281,53969,42.3967067635357,28.6322580645161,972.496774193548,7.73225806451613
720281,99999,42.8996234302023,28.6322580645161,980.837767465842,7.72903225806452
720286,53977,48.032311827957,35.2645161290323,989.999210804248,5.63225806451613
720286,99999,48.8186559139785,35.2612903225806,980.837767465842,5.62258064516129
720287,53967,45.4957123655914,33.3322580645161,991.332258064516,8.05161290322581
720287,99999,45.3086424731183,33.3322580645161,980.837767465842,8.05161290322581
720291,53970,49.1026344086021,36.8161290322581,1002.47741935484,6.90645161290323
720291,99999,49.118938172043,36.8161290322581,980.837767465842,6.90645161290323
720295,53972,50.3275537634409,37.9483870967742,993.249605402124,7.85161290322581
720295,99999,50.1451075268817,37.9483870967742,980.837767465842,7.84516129032258
720296,53945,55.6511290322581,48.2225806451613,1012.19677419355,3.34516129032258
720296,99999,55.1364784946237,48.2225806451613,980.837767465842,3.34516129032258
720298,53971,53.1825268817204,41.5032258064516,994.522580645161,5.78709677419355
720298,99999,52.7834677419355,41.5032258064516,980.837767465842,5.78709677419355
720299,53966,48.2723790322581,36.9,992.025017255861,7.01612903225806
720299,99999,48.0964814316294,36.3474887163592,980.837767465842,6.93212009125526
720302,53963,48.0375403225807,37.0225806451613,1002.79677419355,4.18387096774194
720302,99999,48.0819489247312,37.0225806451613,980.837767465842,4.18387096774194
720303,53973,57.2825114094554,44.5734581179706,1001.41942386215,6.4053478268163
720303,99999,56.8718796890253,44.61216779539,980.837767465842,6.39244460100985
720305,53964,46.4144623655914,32.1193548387097,980.125446365458,7.55806451612903
720305,99999,46.3932661290322,32.1193548387097,980.837767465842,7.55806451612903
720311,53962,50.1147849462366,37.3838709677419,1005.98064516129,5.70967741935484
720311,99999,49.6880913978495,37.3806451612903,980.837767465842,5.71612903225806
720314,93983,53.2912768817204,39.0935483870968,1002.84437209457,5.33548387096774
720314,99999,52.8738978494624,39.0935483870968,980.837767465842,5.33548387096774
720315,3045,34.2361290322581,24.7645161290323,913.877419354839,8.98709677419355
720315,99999,34.4247580645161,24.7774193548387,980.837767465842,8.90967741935484
720316,12984,62.4098252688172,47.8225806451613,1015.09677419355,9.5258064516129
720316,99999,62.4507930107527,47.8225806451613,980.837767465842,9.5258064516129
720318,53965,45.9215860215054,31.8032258064516,977.535552894411,5.41935483870968
720318,99999,46.7313978494624,31.8032258064516,980.837767465842,5.41612903225806
720320,53981,49.7626747311828,37.8258064516129,987.410106528952,7.77096774193548
720320,99999,49.388373655914,37.8258064516129,980.837767465842,7.76774193548387
720323,93947,54.8076612903226,36.3064516129032,958.058064516129,5.77741935483871
720323,99999,54.6215053763441,36.3064516129032,980.837767465842,5.77741935483871
720391,99999,62.582123655914,48.2806451612903,980.837767465842,7.77741935483871
720323,99999,54.6215053763441,36.3064516129032,980.837767465842,5.77741935483871
720393,99999,39.8180510752688,25.6645161290323,980.837767465842,9.31612903225806
720323,99999,54.6215053763441,36.3064516129032,980.837767465842,5.77741935483871
720395,99999,60.0211827956989,40.8483870967742,980.837767465842,5.24138359082751
720323,99999,54.6215053763441,36.3064516129032,980.837767465842,5.77741935483871
720404,99999,44.998440860215,30.2903225806452,980.837767465842,6.85483870967742
720323,99999,54.6215053763441,36.3064516129032,980.837767465842,5.77741935483871
722008,12995,64.1735080645161,55.8096774193548,1015.48752588379,8.24193548387097
722008,99999,64.0964516129032,55.8096774193548,980.837767465842,8.24193548387097
722042,53978,50.7817876344086,40.7354838709677,1003.15283120858,4.01612903225806
722042,99999,50.8517069892473,40.7354838709677,980.837767465842,4.01612903225806
722094,53984,51.0387634408602,36.8064516129032,997.287096774194,6.27741935483871
722094,99999,50.9254166666667,36.8129032258065,980.837767465842,6.26451612903226
722107,3056,47.2791129032258,26.1483870967742,907.018565642958,8.01290322580645
722107,99999,46.7498790322581,26.1483870967742,980.837767465842,8.00967741935484
722112,53982,51.6739784946236,41.6709677419355,1004.18064516129,4.55483870967742
722112,99999,51.4959005376344,41.6709677419355,980.837767465842,4.55483870967742
722113,99999,57.1578897849462,44.1193548387097,980.837767465842,5.08709677419355
722112,99999,51.4959005376344,41.6709677419355,980.837767465842,4.55483870967742
722122,3050,46.1305376344086,28.4096774193548,935.015339836506,8.35806451612903
722122,99999,45.8079838709677,28.4096774193548,980.837767465842,8.34193548387097
722143,53975,48.540188172043,38.3064516129032,997.937131285915,5.77741935483871
722143,99999,48.2652553763441,38.3064516129032,980.837767465842,5.77096774193548
